DocType: Delivery Note,% of materials delivered against this Delivery Note,% der mit diesem Lieferschein gelieferten Materialien
DocType: Customer,Customer Details,Kundendaten
DocType: SMS Settings,Enter url parameter for receiver nos,URL-Parameter für Empfängernummern eingeben
DocType: Sales Invoice,Paid Amount,Gezahlter Betrag
,Available Stock for Packing Items,Verfügbarer Bestand für Verpackungsartikel
DocType: Item Variant,Item Variant,Artikelvariante
apps/erpnext/erpnext/utilities/doctype/address_template/address_template.py +15,Setting this Address Template as default as there is no other default,"Diese Adressvorlage als Standard einstellen, da es keinen anderen Standard gibt"
apps/erpnext/erpnext/accounts/doctype/account/account.py +96,"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Konto bereits im Soll, es ist nicht mehr möglich das Konto als Habenkonto festzulegen"
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +76,Quality Management,Qualitätsmanagement
DocType: Production Planning Tool,Filter based on customer,Filtern nach Kunden
DocType: Payment Tool Detail,Against Voucher No,Gegenbeleg-Nr.
apps/erpnext/erpnext/buying/doctype/purchase_common/purchase_common.py +47,Please enter quantity for Item {0},Bitte die Menge für Artikel {0} eingeben
DocType: Employee External Work History,Employee External Work History,Externe Berufserfahrung des Mitarbeiters
DocType: Tax Rule,Purchase,Einkauf
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py +36,Balance Qty,Bilanzmenge
DocType: Item Group,Parent Item Group,Übergeordnete Artikelgruppe
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py +21,{0} for {1},{0} für {1}
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +96,Cost Centers,Kostenstellen
apps/erpnext/erpnext/config/stock.py +110,Warehouses.,Lager
DocType: Purchase Receipt,Rate at which supplier's currency is converted to company's base currency,"Kurs, zu dem die Währung des Lieferanten in die Basiswährung des Unternehmens umgerechnet wird"
apps/erpnext/erpnext/manufacturing/doctype/workstation/workstation.py +36,Row #{0}: Timings conflicts with row {1},Zeile #{0}: Timing-Konflikte mit Zeile {1}
DocType: Opportunity,Next Contact,Nächster Kontakt
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +40,Fixed Assets,Anlagevermögen
,Cash Flow,Cash Flow
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +85,Application period cannot be across two alocation records,Beantragter Zeitraum kann sich nicht über zwei Antragsdatensätze erstrecken
DocType: Item Group,Default Expense Account,Standardaufwandskonto
DocType: Tax Rule,Sales Tax Template,Umsatzsteuer-Vorlage
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.js +179,"Against Voucher Type must be one of Purchase Order, Purchase Invoice or Journal Entry","""Gegenbeleg"" muss entweder ein Lieferantenauftrag, eine Eingangsrechnung oder eine Journalbuchung sein"
DocType: Account,Stock Adjustment,Bestandskorrektur
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py +34,Default Activity Cost exists for Activity Type - {0},Es gibt Standard-Aktivitätskosten für Aktivitätsart - {0}
DocType: Production Order,Planned Operating Cost,Geplante Betriebskosten
apps/erpnext/erpnext/selling/page/sales_browser/sales_browser.js +121,New {0} Name,Neuer {0} Name
apps/erpnext/erpnext/controllers/recurring_document.py +125,Please find attached {0} #{1},Bitte Anhang beachten {0} #{1}
apps/erpnext/erpnext/controllers/recurring_document.py +141,"Dear Sir, Dear Madame<p>Enclosed you will find your latest invoice, according to our contract.</p><p>Please do not hesitate to contact us for further information.</p><p>Kind Regards,</p><p>{0}</p><p>{1}</p><p>{2}</p>","Sehr geehrte Damen und Herren<p>Im Anhang senden wir Ihnen wie abgemacht die wiederkehrende Rechnung für unsere Arbeiten.</p><p>Wir danken Ihnen für Ihre Kundentreue und stehen für Fragen gern zur Verfügung.</p><p>Freundliche Grüsse</p><p>{0}</p><p>{1}</p><p>{2}</p>"
DocType: Job Applicant,Applicant Name,Bewerbername
DocType: Authorization Rule,Customer / Item Name,Kunde / Artikelname
DocType: Product Bundle,"Aggregate group of **Items** into another **Item**. This is useful if you are bundling a certain **Items** into a package and you maintain stock of the packed **Items** and not the aggregate **Item**.

The package **Item** will have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes"".

For Example: If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.

Note: BOM = Bill of Materials","Fassen Sie eine Gruppe von Artikeln zu einem neuen Artikel zusammen. Dies ist nützlich, wenn Sie bestimmte Artikel zu einem Paket bündeln und einen Bestand an Artikel-Bündeln erhalten und nicht einen Bestand der einzelnen Artikel. Das Artikel-Bündel erhält für das Attribut ""Ist Lagerartikel"" den Wert ""Nein"" und für das Attribut ""Ist Verkaufsartikel"" den Wert ""Ja"". Beispiel: Wenn Sie Laptops und Tragetaschen getrennt verkaufen und einen bestimmten Preis anbieten, wenn der Kunde beides zusammen kauft, dann wird der Laptop mit der Tasche zusammen ein neuer Bündel-Artikel. Anmerkung: BOM = Stückliste"
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +44,Serial No is mandatory for Item {0},Seriennummer ist für Artikel {0} zwingend erforderlich
DocType: Item Variant Attribute,Attribute,Attribut
apps/erpnext/erpnext/stock/doctype/item_attribute/item_attribute.py +21,Please specify from/to range,Bitte Von-/Bis-Bereich genau angeben
DocType: Serial No,Under AMC,Innerhalb des jährlichen Wartungsvertrags
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +47,Item valuation rate is recalculated considering landed cost voucher amount,Artikelpreis wird unter Einbezug von Belegen über den Einstandspreis neu berechnet
apps/erpnext/erpnext/config/selling.py +70,Default settings for selling transactions.,Standardeinstellungen für Vertriebstransaktionen
DocType: BOM Replace Tool,Current BOM,Aktuelle Stückliste
apps/erpnext/erpnext/public/js/utils.js +57,Add Serial No,Seriennummer hinzufügen
DocType: Production Order,Warehouses,Lager
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +117,Print and Stationary,Druck- und Schreibwaren
apps/erpnext/erpnext/selling/page/sales_browser/sales_browser.js +122,Group Node,Gruppen-Knoten
DocType: Payment Reconciliation,Minimum Amount,Mindestbetrag
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +71,Update Finished Goods,Fertigwaren aktualisieren
DocType: Workstation,per hour,pro stunde
DocType: Warehouse,Account for the warehouse (Perpetual Inventory) will be created under this Account.,Konto für das Lager (Permanente Inventur) wird unter diesem Konto erstellt.
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +95,Warehouse can not be deleted as stock ledger entry exists for this warehouse.,"Lager kann nicht gelöscht werden, da es Buchungen im Lagerbuch gibt."
DocType: Company,Distribution,Großhandel
apps/erpnext/erpnext/public/js/pos/pos.js +428,Amount Paid,Zahlbetrag
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +91,Project Manager,Projektleiter
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +72,Dispatch,Versand
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +70,Max discount allowed for item: {0} is {1}%,Max erlaubter Rabatt für Artikel: {0} ist {1}%
DocType: Account,Receivable,Forderung
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +263,Row #{0}: Not allowed to change Supplier as Purchase Order already exists,"Zeile #{0}: Es ist nicht erlaubt den Lieferanten zu wechseln, da bereits ein Lieferantenauftrag vorhanden ist"
DocType: Accounts Settings,Role that is allowed to submit transactions that exceed credit limits set.,"Rolle, welche Transaktionen, die das gesetzte Kreditlimit überschreiten, übertragen darf."
DocType: Sales Invoice,Supplier Reference,Referenznummer des Lieferanten
DocType: Production Planning Tool,"If checked, BOM for sub-assembly items will be considered for getting raw materials. Otherwise, all sub-assembly items will be treated as a raw material.","Wenn aktiviert, wird die Stückliste für Unterbaugruppen-Artikel berücksichtigt, um Rohmaterialien zu bekommen. Andernfalls werden alle Unterbaugruppen-Artikel als Rohmaterial behandelt."
DocType: Material Request,Material Issue,Materialentnahme
DocType: Hub Settings,Seller Description,Beschreibung des Verkäufers
DocType: Employee Education,Qualification,Qualifikation
DocType: Item Price,Item Price,Artikelpreis
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +48,Soap & Detergent,Reinigungsmittel
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +36,Motion Picture & Video,Film & Fernsehen
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation_list.js +5,Ordered,Bestellt
DocType: Warehouse,Warehouse Name,Lagername
DocType: Naming Series,Select Transaction,Bitte Transaktionen auswählen
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +30,Please enter Approving Role or Approving User,Bitte genehmigende Rolle oder genehmigenden Nutzer eingeben
DocType: Journal Entry,Write Off Entry,Abschreibungsbuchung
DocType: BOM,Rate Of Materials Based On,Anteil der zu Grunde liegenden Materialien
apps/erpnext/erpnext/support/page/support_analytics/support_analytics.js +21,Support Analtyics,Support-Analyse
apps/erpnext/erpnext/accounts/doctype/accounts_settings/accounts_settings.py +27,Company is missing in warehouses {0},Firma fehlt in Lägern {0}
DocType: POS Profile,Terms and Conditions,Allgemeine Geschäftsbedingungen
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +43,To Date should be within the Fiscal Year. Assuming To Date = {0},"Bis-Datum sollte im Geschäftsjahr liegen. Unter der Annahme, dass Bis-Datum = {0} ist"
DocType: Leave Block List,Applies to Company,Gilt für Firma
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +175,Cannot cancel because submitted Stock Entry {0} exists,"Stornierung nicht möglich, weil übertragene Lagerbuchung {0} existiert"
DocType: Purchase Invoice,In Words,In Worten
apps/erpnext/erpnext/hr/doctype/employee/employee.py +213,Today is {0}'s birthday!,Heute hat {0} Geburtstag!
DocType: Production Planning Tool,Material Request For Warehouse,Materialanfrage für Lager
DocType: Sales Order Item,For Production,Für die Produktion
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.py +103,Please enter sales order in the above table,Bitte den Kundenauftrag in die obige Tabelle eingeben
DocType: Project Task,View Task,Aufgabe anzeigen
apps/erpnext/erpnext/public/js/setup_wizard.js +154,Your financial year begins on,Ihr Geschäftsjahr beginnt am
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +46,Please enter Purchase Receipts,Bitte Kaufbelege eingeben
DocType: Sales Invoice,Get Advances Received,Erhaltene Anzahlungen aufrufen
DocType: Email Digest,Add/Remove Recipients,Empfänger hinzufügen/entfernen
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +425,Transaction not allowed against stopped Production Order {0},Transaktion für angehaltenen Fertigungsauftrag {0} nicht erlaubt
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.js +19,"To set this Fiscal Year as Default, click on 'Set as Default'","Um dieses Geschäftsjahr als Standard festzulegen, auf ""Als Standard festlegen"" anklicken"
apps/erpnext/erpnext/config/support.py +54,Setup incoming server for support email id. (e.g. support@example.com),E-Mail-Adresse für den Support einrichten. (z. B. support@example.com)
apps/erpnext/erpnext/stock/report/stock_projected_qty/stock_projected_qty.py +19,Shortage Qty,Engpassmenge
apps/erpnext/erpnext/stock/doctype/item/item.py +570,Item variant {0} exists with same attributes,Artikelvariante {0} mit denselben Attributen existiert
DocType: Salary Slip,Salary Slip,Gehaltsabrechnung
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py +48,'To Date' is required,"""Bis-Datum"" ist erforderlich,"
DocType: Packing Slip,"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.","Packzettel für zu liefernde Pakete generieren. Wird verwendet, um Paketnummer, Packungsinhalt und das Gewicht zu dokumentieren."
DocType: Sales Invoice Item,Sales Order Item,Kundenauftrags-Artikel
DocType: Salary Slip,Payment Days,Zahlungsziel
DocType: BOM,Manage cost of operations,Arbeitsgangkosten verwalten
DocType: Features Setup,Item Advanced,Erweiterter Artikel
DocType: Notification Control,"When any of the checked transactions are ""Submitted"", an email pop-up automatically opened to send an email to the associated ""Contact"" in that transaction, with the transaction as an attachment. The user may or may not send the email.","Wenn eine der ausgewählten Transaktionen den Status ""übertragen"" erreicht hat, geht automatisch ein E-Mail-Fenster auf, so dass eine E-Mail an die mit dieser Transaktion verknüpften Kontaktdaten gesendet wird, mit der Transaktion als Anhang.  Der Benutzer kann auswählen, ob er diese E-Mail absenden will."
apps/erpnext/erpnext/config/setup.py +14,Global Settings,Allgemeine Einstellungen
DocType: Employee Education,Employee Education,Mitarbeiterschulung
apps/erpnext/erpnext/public/js/controllers/transaction.js +751,It is needed to fetch Item Details.,"Wird gebraucht, um Artikeldetails abzurufen"
DocType: Salary Slip,Net Pay,Nettolohn
DocType: Account,Account,Konto
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +213,Serial No {0} has already been received,Seriennummer {0} bereits erhalten
,Requested Items To Be Transferred,"Angeforderte Artikel, die übertragen werden sollen"
DocType: Purchase Invoice,Recurring Id,Wiederkehrende ID
DocType: Customer,Sales Team Details,Verkaufsteamdetails
DocType: Expense Claim,Total Claimed Amount,Gesamtforderung
apps/erpnext/erpnext/config/crm.py +22,Potential opportunities for selling.,Mögliche Verkaufschancen für den Vertrieb
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +174,Invalid {0},Ungültige(r) {0}
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +48,Sick Leave,Krankheitsbedingte Abwesenheit
DocType: Email Digest,Email Digest,Täglicher E-Mail-Bericht
DocType: Delivery Note,Billing Address Name,Name der Rechnungsadresse
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +22,Department Stores,Kaufhäuser
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py +42,System Balance,System-Bilanz
apps/erpnext/erpnext/controllers/stock_controller.py +71,No accounting entries for the following warehouses,Keine Buchungen für die folgenden Lager
apps/erpnext/erpnext/projects/doctype/project/project.js +22,Save the document first.,Speichern Sie das Dokument zuerst.
DocType: Account,Chargeable,Gebührenpflichtig
DocType: Company,Change Abbreviation,Abkürzung ändern
DocType: Expense Claim Detail,Expense Date,Datum der Aufwendung
DocType: Item,Max Discount (%),Maximaler Rabatt (%)
apps/erpnext/erpnext/selling/report/customers_not_buying_since_long_time/customers_not_buying_since_long_time.py +70,Last Order Amount,Letzter Bestellbetrag
DocType: Company,Warn,Warnen
DocType: Appraisal,"Any other remarks, noteworthy effort that should go in the records.","Sonstige wichtige Anmerkungen, die in die Datensätze aufgenommen werden sollten."
DocType: BOM,Manufacturing User,Nutzer Fertigung
DocType: Purchase Order,Raw Materials Supplied,Gelieferte Rohmaterialien
DocType: Purchase Invoice,Recurring Print Format,Wiederkehrendes Druckformat
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +54,Expected Delivery Date cannot be before Purchase Order Date,Voraussichtlicher Liefertermin kann nicht vor dem Datum des Lieferantenauftrags liegen
DocType: Appraisal,Appraisal Template,Bewertungsvorlage
DocType: Item Group,Item Classification,Artikeleinteilung
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +89,Business Development Manager,Leiter der kaufmännischen Abteilung
DocType: Maintenance Visit Purpose,Maintenance Visit Purpose,Zweck des Wartungsbesuchs
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.js +15,Period,Periode
,General Ledger,Hauptbuch
apps/erpnext/erpnext/selling/doctype/campaign/campaign.js +10,View Leads,Leads anzeigen
DocType: Item Attribute Value,Attribute Value,Attributwert
apps/erpnext/erpnext/crm/doctype/lead/lead.py +65,"Email id must be unique, already exists for {0}",E-Mail-ID muss einmalig sein; diese E-Mail-ID existiert bereits für {0}
,Itemwise Recommended Reorder Level,Empfohlener artikelbezogener Meldebestand
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.js +264,Please select {0} first,Bitte zuerst {0} auswählen
DocType: Features Setup,To get Item Group in details table,Wird verwendet um eine detaillierte Tabelle der Artikelgruppe zu erhalten
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +112,Batch {0} of Item {1} has expired.,Charge {0} von Artikel {1} ist abgelaufen.
DocType: Sales Invoice,Commission,Provision
DocType: Address Template,"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<H4> Default Template </ h4>
 <p> Verwendet <a href=""http://jinja.pocoo.org/docs/templates/""> Jinja Templating </a> und alle Felder der Adresse ( einschließlich Custom Fields falls vorhanden) zur Verfügung </ p>
 <pre> <code> {{ADDRESS_LINE1}} & lt; br & gt;
 {% if ADDRESS_LINE2%} {{ADDRESS_LINE2}} & lt; br & gt; { % endif -%}
 {{city}} & lt; br & gt;
 {% if Zustand%} {{Zustand}} & lt; br & gt; {% endif -%} {%
 wenn PIN-Code%} PIN: {{Pincode}} & lt; br & gt; {% endif -%}
 {{country}} & lt; br & gt;
 {% if Telefon%} Telefon: {{Telefon}} & lt; br & gt; { % endif -%}
 {% if Fax%} Fax: {{Fax}} & lt; br & gt; {% endif -%}
 {% if email_id%} E-Mail: {{email_id}} & lt; br & gt ; {% endif -%}
 </ code> </ pre>"
DocType: Salary Slip Deduction,Default Amount,Standard-Betrag
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +96,Warehouse not found in the system,Lager im System nicht gefunden
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py +107,This Month's Summary,Zusammenfassung dieses Monats
DocType: Quality Inspection Reading,Quality Inspection Reading,Ablesung zur Qualitätsprüfung
apps/erpnext/erpnext/stock/doctype/stock_settings/stock_settings.py +26,`Freeze Stocks Older Than` should be smaller than %d days.,"""Lagerbestände sperren, wenn älter als"" sollte kleiner sein als %d Tage."
DocType: Tax Rule,Purchase Tax Template,Umsatzsteuer-Vorlage
,Project wise Stock Tracking,Projektbezogene Lagerbestandsverfolgung
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.py +166,Maintenance Schedule {0} exists against {0},Wartungsplan {0} gegen {0} zu
DocType: Stock Entry Detail,Actual Qty (at source/target),Tatsächliche Anzahl (am Ursprung/Ziel)
DocType: Item Customer Detail,Ref Code,Ref-Code
apps/erpnext/erpnext/config/hr.py +13,Employee records.,Mitarbeiterdatensätze
DocType: HR Settings,Payroll Settings,Einstellungen zur Gehaltsabrechnung
apps/erpnext/erpnext/config/accounts.py +58,Match non-linked Invoices and Payments.,Nicht verknüpfte Rechnungen und Zahlungen verknüpfen
apps/erpnext/erpnext/templates/pages/cart.html +13,Place Order,Bestellung aufgeben
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +25,Root cannot have a parent cost center,Root kann keine übergeordnete Kostenstelle haben
apps/erpnext/erpnext/public/js/stock_analytics.js +59,Select Brand...,Marke auswählen ...
DocType: Sales Invoice,C-Form Applicable,Anwenden auf Kontakt-Formular
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +340,Operation Time must be greater than 0 for Operation {0},Betriebszeit muss für die Operation {0} größer als 0 sein
DocType: Supplier,Address and Contacts,Adresse und Kontaktinformationen
DocType: UOM Conversion Detail,UOM Conversion Detail,Maßeinheit-Umrechnungs-Detail
apps/erpnext/erpnext/public/js/setup_wizard.js +257,Keep it web friendly 900px (w) by 100px (h),Webfreundlich halten: 900px (breit) zu 100px (hoch)
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +329,Production Order cannot be raised against a Item Template,Ein Fertigungsauftrag kann nicht zu einer Artikel-Vorlage gemacht werden
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +44,Charges are updated in Purchase Receipt against each item,Kosten werden im Kaufbeleg für jede Position aktualisiert
DocType: Payment Tool,Get Outstanding Vouchers,Offene Posten aufrufen
DocType: Warranty Claim,Resolved By,Entschieden von
DocType: Appraisal,Start Date,Startdatum
apps/erpnext/erpnext/config/hr.py +130,Allocate leaves for a period.,Urlaube für einen Zeitraum zuordnen
apps/erpnext/erpnext/crm/doctype/newsletter/newsletter.py +139,Click here to verify,Hier klicken um die Richtigkeit zu bestätigen
apps/erpnext/erpnext/accounts/doctype/account/account.py +43,Account {0}: You can not assign itself as parent account,Konto {0}: Sie können dieses Konto sich selbst nicht als Über-Konto zuweisen
DocType: Purchase Invoice Item,Price List Rate,Preisliste
DocType: Item,"Show ""In Stock"" or ""Not in Stock"" based on stock available in this warehouse.","""Auf Lager"" oder ""Nicht auf Lager"" basierend auf dem in diesem Lager enthaltenen Bestand anzeigen"
apps/erpnext/erpnext/config/manufacturing.py +13,Bill of Materials (BOM),Stückliste
DocType: Item,Average time taken by the supplier to deliver,Durchschnittliche Lieferzeit des Lieferanten
DocType: Time Log,Hours,Stunden
DocType: Project,Expected Start Date,Geplantes Startdatum
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +41,Remove item if charges is not applicable to that item,"Artikel entfernen, wenn keine Gebühren angerechtet werden können"
DocType: SMS Settings,Eg. smsgateway.com/api/send_sms.cgi,z. B. smsgateway.com/api/send_sms.cgi
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +598,Receive,Empfangen
DocType: Maintenance Visit,Fully Completed,Vollständig abgeschlossen
apps/erpnext/erpnext/projects/doctype/project/project_list.js +6,{0}% Complete,{0}% abgeschlossen
DocType: Workstation,Operating Costs,Betriebskosten
DocType: Employee Leave Approver,Employee Leave Approver,Urlaubsgenehmiger des Mitarbeiters
apps/erpnext/erpnext/crm/doctype/newsletter/newsletter.py +166,{0} has been successfully added to our Newsletter list.,{0} wurde erfolgreich zu unserer Newsletter-Liste hinzugefügt.
apps/erpnext/erpnext/stock/doctype/item/item.py +424,Row {0}: An Reorder entry already exists for this warehouse {1},Zeile {0}: Es gibt bereits eine Nachbestellungsbuchung für dieses Lager {1}
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +67,"Cannot declare as lost, because Quotation has been made.","Kann nicht als verloren deklariert werden, da bereits ein Angebot erstellt wurde."
DocType: Purchase Taxes and Charges Template,Purchase Master Manager,Einkaufsstammdaten-Manager
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +422,Production Order {0} must be submitted,Fertigungsauftrag {0} muss übertragen werden
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.py +150,Please select Start Date and End Date for Item {0},Bitte Start -und Enddatum für den Artikel {0} auswählen
apps/erpnext/erpnext/config/stock.py +136,Main Reports,Hauptberichte
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.js +16,To date cannot be before from date,Bis-Datum kann nicht vor Von-Datum liegen
DocType: Purchase Receipt Item,Prevdoc DocType,Prevdoc DocType
apps/erpnext/erpnext/stock/doctype/item/item.js +193,Add / Edit Prices,Preise hinzufügen / bearbeiten
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +53,Chart of Cost Centers,Kostenstellenplan
,Requested Items To Be Ordered,"Angefragte Artikel, die bestellt werden sollen"
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +295,My Orders,Meine Bestellungen
DocType: Price List,Price List Name,Preislistenname
DocType: Time Log,For Manufacturing,Für die Herstellung
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +174,Totals,Summen
DocType: BOM,Manufacturing,Fertigung
,Ordered Items To Be Delivered,"Bestellte Artikel, die geliefert werden müssen"
DocType: Account,Income,Einkommen
DocType: Industry Type,Industry Type,Wirtschaftsbranche
apps/erpnext/erpnext/templates/includes/cart.js +136,Something went wrong!,Etwas ist schiefgelaufen!
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +101,Warning: Leave application contains following block dates,Achtung: Die Urlaubsverwaltung enthält die folgenden gesperrten Daten
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +256,Sales Invoice {0} has already been submitted,Ausgangsrechnung {0} wurde bereits übertragen
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +30,Completion Date,Fertigstellungstermin
DocType: Purchase Invoice Item,Amount (Company Currency),Betrag (Firmenwährung)
apps/erpnext/erpnext/config/hr.py +105,Organization unit (department) master.,Stammdaten der Organisationseinheit (Abteilung)
apps/erpnext/erpnext/setup/doctype/sms_settings/sms_settings.py +25,Please enter valid mobile nos,Bitte gültige Mobilnummern eingeben
DocType: Budget Detail,Budget Detail,Budget-Detail
apps/erpnext/erpnext/selling/doctype/sms_center/sms_center.py +75,Please enter message before sending,Bitte eine Nachricht vor dem Versenden eingeben
apps/erpnext/erpnext/config/accounts.py +127,Point-of-Sale Profile,Verkaufsstellen-Profil
apps/erpnext/erpnext/setup/doctype/sms_settings/sms_settings.py +68,Please Update SMS Settings,Bitte SMS-Einstellungen aktualisieren
apps/erpnext/erpnext/projects/doctype/time_log_batch/time_log_batch.py +37,Time Log {0} already billed,Zeitprotokoll {0} bereits abgerechnet
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +176,Unsecured Loans,Ungesicherte Kredite
DocType: Cost Center,Cost Center Name,Kostenstellenbezeichnung
DocType: Maintenance Schedule Detail,Scheduled Date,Geplantes Datum
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +69,Total Paid Amt,Summe gezahlte Beträge
DocType: SMS Center,Messages greater than 160 characters will be split into multiple messages,Mitteilungen mit mehr als 160 Zeichen werden in mehrere Nachrichten aufgeteilt
DocType: Purchase Receipt Item,Received and Accepted,Erhalten und bestätigt
,Serial No Service Contract Expiry,Ablaufdatum des Wartungsvertrags zu Seriennummer
DocType: Item,Unit of Measure Conversion,Maßeinheit-Konvertierung
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +86,Employee can not be changed,Mitarbeiter kann nicht verändert werden
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +265,You cannot credit and debit same account at the same time,Sie können ein Konto nicht gleichzeitig be- und entlasten
DocType: Naming Series,Help HTML,HTML-Hilfe
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py +50,Total weightage assigned should be 100%. It is {0},Summe der zugeordneten Gewichtungen sollte 100% sein. Sie ist {0}
apps/erpnext/erpnext/controllers/status_updater.py +141,Allowance for over-{0} crossed for Item {1},Zustimmung für Artikel {1} bei Überschreitung von {0}
DocType: Address,Name of person or organization that this address belongs to.,"Name der Person oder des Unternehmens, zu dem diese Adresse gehört."
apps/erpnext/erpnext/public/js/setup_wizard.js +343,Your Suppliers,Ihre Lieferanten
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py +58,Cannot set as Lost as Sales Order is made.,"Kann nicht als verloren gekennzeichnet werden, da ein Kundenauftrag dazu existiert."
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +65,Another Salary Structure {0} is active for employee {1}. Please make its status 'Inactive' to proceed.,"Eine andere Gehaltsstruktur {0} ist für diesen Mitarbeiter {1} aktiv. Bitte setzen Sie dessen Status auf ""inaktiv"" um fortzufahren."
DocType: Purchase Invoice,Contact,Kontakt
